date,open,high,low,close,volume
2022-02-02,50.03,56.23,49.8,53.01,23860902.0
2022-02-03,52.19,56.57,50.3,53.62,8425481.0
2022-02-04,52.6,54.33,50.12,50.14,6757988.0
2022-02-07,50.0,50.04,46.0,46.07,9432628.0
2022-02-08,45.13,47.56,44.17,45.5,7277450.0
2022-02-09,44.75,47.45,43.88,47.31,4393344.0
2022-02-10,45.51,48.5,45.38,47.05,2449951.0
2022-02-11,46.76,48.91,46.06,48.09,3456845.0
2022-02-14,48.19,49.0,46.99,48.11,2155058.0
2022-02-15,47.7,48.45,47.2,48.0,2359830.0
2022-02-16,47.72,48.47,46.95,47.2,5855330.0
2022-02-17,46.32,47.08,45.19,45.29,3142569.0
2022-02-18,45.15,45.9,44.8,45.41,2018663.0
2022-02-22,45.41,45.68,43.49,43.54,2611185.0
2022-02-23,43.69,43.99,42.18,43.09,2791223.0
2022-02-24,43.15,44.59,42.22,44.32,2447912.0
2022-02-25,44.3,44.93,43.74,43.91,2040943.0
2022-02-28,43.3,46.62,42.46,45.98,5534951.0
2022-03-01,45.62,48.05,45.35,47.79,4212869.0
2022-03-02,48.0,50.3,47.33,49.46,3517056.0
2022-03-03,49.82,50.33,47.55,49.52,2072389.0
2022-03-04,49.17,51.04,48.25,51.0,2544707.0
2022-03-07,51.06,52.58,49.87,51.65,2727118.0
2022-03-08,51.18,55.32,50.85,52.32,3873722.0
2022-03-09,52.44,53.68,50.59,51.33,3050627.0
2022-03-10,50.57,51.64,49.27,51.32,2692839.0
2022-03-11,51.42,51.84,48.29,49.32,3034078.0
2022-03-14,51.86,51.86,48.59,50.95,2916589.0
2022-03-15,51.34,51.59,49.9,51.29,2117498.0
2022-03-16,51.71,52.4,50.35,51.77,2989796.0
2022-03-17,51.88,52.71,50.91,50.99,2244591.0
2022-03-18,50.65,51.41,48.88,49.01,9663926.0
2022-03-21,48.91,49.43,48.6,49.22,2451957.0
2022-03-22,50.35,52.05,50.01,51.14,3841909.0
2022-03-23,50.7,51.77,50.7,50.99,2396297.0
2022-03-24,51.18,52.58,50.77,52.41,2335188.0
2022-03-25,52.24,53.82,52.03,53.8,2441194.0
2022-03-28,54.38,56.85,54.05,56.78,3127207.0
2022-03-29,57.0,57.39,54.63,56.33,2201291.0
2022-03-30,56.17,57.79,55.7,57.5,1934119.0
2022-03-31,58.34,59.08,55.78,56.25,3817665.0
2022-04-01,56.36,58.3,55.7,58.02,2156475.0
2022-04-04,58.36,58.7,57.53,58.38,1885309.0
2022-04-05,58.65,60.32,58.45,59.0,2143145.0
2022-04-06,58.9,60.08,58.37,59.6,2559445.0
2022-04-07,59.76,61.07,59.35,60.91,3925803.0
2022-04-08,61.22,64.9,60.9,64.02,4762331.0
2022-04-11,64.18,64.66,60.41,60.68,3487831.0
2022-04-12,61.0,63.21,60.88,61.87,2552972.0
2022-04-13,62.04,64.55,61.75,64.2,3405742.0
2022-04-14,64.12,64.72,62.18,62.55,1860085.0
2022-04-18,62.29,64.17,62.29,63.31,1216775.0
2022-04-19,63.63,66.89,62.88,66.71,2078885.0
2022-04-20,67.82,68.68,65.06,65.41,2182857.0
2022-04-21,65.0,66.3,62.15,62.67,2493684.0
2022-04-22,62.5,64.46,62.29,62.43,2030484.0
2022-04-25,62.36,62.84,59.44,62.27,2261675.0
2022-04-26,61.8,62.22,59.91,59.95,2136476.0
2022-04-27,60.01,61.19,59.73,60.09,1991612.0
2022-04-28,60.22,61.35,58.8,61.31,3355737.0
2022-04-29,61.5,61.86,59.15,59.21,2578438.0
2022-05-02,59.3,59.99,56.9,58.2,2488175.0
2022-05-03,58.45,60.45,58.45,59.7,2224296.0
2022-05-04,60.12,62.3,59.84,61.81,2628925.0
2022-05-05,61.22,61.99,59.17,60.16,1946942.0
2022-05-06,60.26,61.23,58.7,60.27,2861013.0
2022-05-09,60.57,60.57,56.57,57.62,2193713.0
2022-05-10,58.25,59.87,56.74,57.04,2156191.0
2022-05-11,57.11,59.03,56.53,57.37,1877078.0
2022-05-12,57.31,57.85,53.08,53.47,3785644.0
2022-05-13,54.53,55.9,53.63,54.61,2317613.0
2022-05-16,54.42,57.13,54.34,56.59,1631977.0
2022-05-17,56.85,59.48,55.98,59.32,2215081.0
2022-05-18,59.42,60.26,56.93,57.28,4609064.0
2022-05-19,57.13,57.51,54.92,57.23,2181111.0
2022-05-20,57.51,58.94,55.49,56.65,2266207.0
2022-05-23,57.5,57.59,55.86,56.6,1581852.0
2022-05-24,56.55,57.36,55.07,56.78,1682344.0
2022-05-25,56.88,59.34,56.88,59.17,1974650.0
2022-05-26,59.18,63.04,59.17,62.47,3260200.0
2022-05-27,62.4,66.64,62.0,66.6,2793825.0
2022-05-31,65.54,66.39,61.37,62.08,7389274.0
2022-06-01,62.38,63.92,62.15,63.65,2008631.0
2022-06-02,63.69,64.12,61.98,63.75,1758533.0
2022-06-03,63.26,65.82,63.12,65.17,1793454.0
2022-06-06,65.57,66.94,65.39,66.39,2033233.0
2022-06-07,65.52,66.7,65.16,66.55,2721656.0
2022-06-08,66.44,66.47,63.13,64.77,1922248.0
2022-06-09,64.26,64.46,61.16,61.21,1811196.0
2022-06-10,59.85,61.06,59.21,59.79,1540816.0
2022-06-13,58.27,58.99,55.2,55.48,2113210.0
2022-06-14,56.03,56.48,53.32,54.44,2330437.0
2022-06-15,55.7,59.56,55.68,58.2,3891756.0
2022-06-16,56.33,58.35,56.08,58.26,4837021.0
2022-06-17,58.55,59.5,55.49,58.1,6478900.0
2022-06-21,58.1,60.94,58.1,60.38,4363642.0
2022-06-22,59.28,60.43,58.87,59.21,3233385.0
2022-06-23,59.88,61.23,57.79,58.65,2667573.0
2022-06-24,58.84,60.34,57.98,59.28,6473798.0
2022-06-27,59.12,59.87,58.42,59.42,1718870.0
2022-06-28,59.84,60.91,57.83,58.08,1401743.0
2022-06-29,57.96,58.16,56.32,57.31,1412233.0
2022-06-30,56.9,58.83,56.55,57.26,2424421.0
2022-07-01,56.72,58.09,56.62,57.6,1531893.0
2022-07-05,57.15,57.37,52.89,54.94,2696679.0
